nct_id,pmid,title,abstract,xml_file,xml_size_kb,source
NCT03866993,38309287,"First-line penpulimab combined with paclitaxel and carboplatin for metastatic squamous non-small-cell lung cancer in China (AK105-302): a multicentre, randomised, double-blind, placebo-controlled phase 3 clinical trial.","BACKGROUND: Penpulimab is a novel programmed death (PD)-1 inhibitor. This study aimed to establish the efficacy and safety of first line penpulimab plus chemotherapy for advanced squamous non-small-cell lung cancer. METHODS: This multicentre, randomised, double-blind, placebo-controlled, phase 3 clinical trial enrolled patients with locally advanced or metastatic squamous non-small-cell lung cancer from 74 hospitals in China. Eligible participants were aged 18-75 years, had histologically or cytologically confirmed locally advanced (stage IIIb or IIIc) or metastatic (stage IV) squamous non-small-cell lung cancer, were ineligible to complete surgical resection and concurrent or sequential chemoradiotherapy, had an Eastern Cooperative Oncology Group (ECOG) performance status of 0-1, did not have previous systemic chemotherapy for locally advanced or metastatic non-small-cell lung cancer, and had one or more measurable lesions according to RECIST (version 1.1). Participants were randomly assigned (1:1) to receive intravenous penpulimab 200 mg or placebo (excipient of penpulimab injection), plus paclitaxel 175 mg/m FINDINGS: Between Dec 20, 2018, and Oct 10, 2020, 485 patients were screened, and 350 participants were randomly assigned (175 in the penpulimab group and 175 in the placebo group). Of 350 participants, 324 (93%) were male and 26 (7%) were female, and 347 (99%) were of Han ethnicity. In the final analysis (June 1, 2022; median follow-up, 24·7 months [IQR 0-41·4]), the penpulimab group showed an improved progression-free survival compared with the placebo group, both in the intention-to-treat population (median 7·6 months, 95% CI 6·8--9·6 vs 4·2 months, 95% CI 4·2-4·3; HR 0·43, 95% CI 0·33-0·56; p<0·0001) and in the PD-L1-positive subgroup (8·1 months, 5·7-9·7 vs 4·2 months, 4·1-4·3; HR 0·37, 0·27-0·52, p<0·0001). Grade 3 or worse treatment-emergent adverse events occurred in 120 (69%) 173 patients in the penpulimab group and 119 (68%) of 175 in the placebo gr",pubmed_semantic_data\xml_files\NCT03866993_38309287.xml,21.4033203125,PubMed
NCT04012606,39541202,Toripalimab Plus Chemotherapy as a First-Line Therapy for Extensive-Stage Small Cell Lung Cancer: The Phase 3 EXTENTORCH Randomized Clinical Trial.,"IMPORTANCE: Patients with extensive-stage small cell lung cancer (ES-SCLC) have poor prognoses and unmet medical needs. OBJECTIVE: To evaluate the efficacy and safety of toripalimab plus etoposide and platinum-based chemotherapy (EP) vs placebo plus EP as a first-line treatment for patients with ES-SCLC. DESIGN, SETTING, AND PARTICIPANTS: This multicenter, double-blind, placebo-controlled phase 3 randomized clinical trial (EXTENTORCH study) enrolled patients from September 26, 2019, to May 20, 2021, and was conducted at 49 sites in China. Eligible patients had histologically or cytologically confirmed ES-SCLC without previous systemic antitumor therapy for ES-SCLC. Data were analyzed between May 6, 2023, and June 1, 2024. INTERVENTIONS: Patients were randomized (1:1) to receive toripalimab, 240 mg, or placebo plus EP every 3 weeks for up to 4 to 6 cycles, followed by maintenance with toripalimab or placebo until disease progression, intolerable toxic effects, or up to 2 years of treatment. MAIN OUTCOMES AND MEASURES: The primary end points were investigator-assessed progression-free survival (PFS) and overall survival (OS). Whole-exome sequencing results identified correlative biomarkers for clinical efficacy. RESULTS: Among 595 screened patients, 442 eligible patients were randomized (median [range] age, 63 [30-77] years; 366 [82.8%] male); 223 patients were randomized to toripalimab plus EP, and 219 to placebo plus EP. By April 20, 2023, the median (range) survival follow-up was 13.7 (0.0-42.7) months. Compared with placebo, toripalimab improved investigator-assessed PFS (hazard ratio [HR], 0.67 [95% CI, 0.54-0.82]; P < .001), and significantly reduced the risk of death (HR, 0.80 [95% CI, 0.65-0.98]; P = .03). The median OS was 14.6 (95% CI, 12.9-16.6) months in the toripalimab group vs 13.3 (95% CI, 11.8-14.4) months in the placebo group. Whole-exome sequencing results from 300 patients identified low intratumor heterogeneity, HLA-A11+ HLA-B62- haplotype, wild-ty",pubmed_semantic_data\xml_files\NCT04012606_39541202.xml,36.4306640625,PubMed
NCT04129502,39879577,First-Line Mobocertinib Versus Platinum-Based Chemotherapy in Patients With ,"PURPOSE: Mobocertinib is an oral epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor that targets  METHODS: Patients with treatment-naive  RESULTS: A total of 354 patients were randomly assigned (mobocertinib: n = 179; chemotherapy: n = 175). Baseline characteristics were balanced between arms. At IA (cutoff: April 4, 2023), the median PFS per BICR was 9.6 months in each treatment arm (hazard ratio [HR], 1.04 [95% CI, 0.77 to 1.39];  CONCLUSION: The EXCLAIM-2 trial did not meet its primary end point. The efficacy of mobocertinib was not superior to platinum-based chemotherapy for first-line treatment of patients with ",pubmed_semantic_data\xml_files\NCT04129502_39879577.xml,39.638671875,PubMed
NCT04158440,38227033,Perioperative Toripalimab Plus Chemotherapy for Patients With Resectable Non-Small Cell Lung Cancer: The Neotorch Randomized Clinical Trial.,"IMPORTANCE: Adjuvant and neoadjuvant immunotherapy have improved clinical outcomes for patients with early-stage non-small cell lung cancer (NSCLC). However, the optimal combination of checkpoint inhibition with chemotherapy remains unknown. OBJECTIVE: To determine whether toripalimab in combination with platinum-based chemotherapy will improve event-free survival and major pathological response in patients with stage II or III resectable NSCLC compared with chemotherapy alone. DESIGN, SETTING, AND PARTICIPANTS: This randomized clinical trial enrolled patients with stage II or III resectable NSCLC (without EGFR or ALK alterations for nonsquamous NSCLC) from March 12, 2020, to June 19, 2023, at 50 participating hospitals in China. The data cutoff date for this interim analysis was November 30, 2022. INTERVENTIONS: Patients were randomized in a 1:1 ratio to receive 240 mg of toripalimab or placebo once every 3 weeks combined with platinum-based chemotherapy for 3 cycles before surgery and 1 cycle after surgery, followed by toripalimab only (240 mg) or placebo once every 3 weeks for up to 13 cycles. MAIN OUTCOMES AND MEASURES: The primary outcomes were event-free survival (assessed by the investigators) and the major pathological response rate (assessed by blinded, independent pathological review). The secondary outcomes included the pathological complete response rate (assessed by blinded, independent pathological review) and adverse events. RESULTS: Of the 501 patients randomized, 404 had stage III NSCLC (202 in the toripalimab + chemotherapy group and 202 in the placebo + chemotherapy group) and 97 had stage II NSCLC and were excluded from this interim analysis. The median age was 62 years (IQR, 56-65 years), 92% of patients were male, and the median follow-up was 18.3 months (IQR, 12.7-22.5 months). For the primary outcome of event-free survival, the median length was not estimable (95% CI, 24.4 months-not estimable) in the toripalimab group compared with 15.1 mont",pubmed_semantic_data\xml_files\NCT04158440_38227033.xml,33.4677734375,PubMed
NCT04171284,40386729,Efficacy and safety of finotonlimab plus docetaxel ,"BACKGROUND: Lung cancer is the most common cancer in the world, and non-small cell lung cancer (NSCLC) constitutes about 80-85%. In this phase III trial, we evaluate the efficacy and safety of anti-programmed cell death-1 (PD-1) monoclonal antibody (SCT-I10A) plus docetaxel compared to docetaxel in patients with previously treated advanced squamous cell NSCLC (sqNSCLC). METHODS: Patients were randomized 2:1 to finotonlimab plus docetaxel group (finotonlimab plus docetaxel) and docetaxel group (placebo plus docetaxel) for up to 6 cycles, followed by maintenance monotherapy with finotonlimab/placebo. The primary endpoint was overall survival (OS). Secondary endpoints included objective response rate (ORR), disease control rate (DCR), duration of response (DoR), progression-free survival (PFS) as well as assessments of safety and immunogenicity. RESULTS: There were 188 eligible patients enrolled (finotonlimab plus docetaxel group: n=126; docetaxel group: n=62). Median OS (mOS) was 17.1 months [95% confidence interval (CI): 11.2, 20.0] in the finotonlimab plus docetaxel group and 10.4 months (95% CI: 5.9, 14.0) in the control group. Hazard ratio (HR) was 0.66 (95% CI: 0.45, 0.96; P=0.03). Median PFS (mPFS) was 4.2 months (95% CI: 3.3, 6.9) and 2.9 months (95% CI: 1.5, 3.8) respectively in the finotonlimab plus docetaxel group and control group. Patients in the finotonlimab plus docetaxel group achieved an ORR of 27.0% (95% CI: 19.5%, 35.6%), which was significantly higher than the 3.2% (95% CI: 0.4%, 11.2%) in the control group. The DCR was 68.3% (95% CI: 59.4%, 76.3%) in the finotonlimab plus docetaxel group and 56.5% (95% CI: 43.3%, 69.0%) in the control group. Treatment-related adverse events (TRAEs) occurred in 91.3% (115/126) patients of finotonlimab plus docetaxel group and 87.1% (54/62) patients of control group. CONCLUSIONS: SCT-I10A combined with docetaxel significantly prolonged OS and improved clinical outcomes in patients with treated advanced sqNSCLC compar",pubmed_semantic_data\xml_files\NCT04171284_40386729.xml,22.6591796875,PubMed
NCT05015608,41195443,"A Concise Review of the Approved MET TKIs (Savolitinib, Gumarontinib, Vebreltinib, Tepotinib, Capmatinib) in China for ",Splice site mutations around or within exon 14 of ,pubmed_semantic_data\xml_files\NCT05015608_41195443.xml,23.705078125,PubMed
NCT04222972,35973665,Safety and efficacy of pralsetinib in RET fusion-positive non-small-cell lung cancer including as first-line therapy: update from the ARROW trial.,"BACKGROUND: RET fusions are present in 1%-2% of non-small-cell lung cancer (NSCLC). Pralsetinib, a highly potent, oral, central nervous system-penetrant, selective RET inhibitor, previously demonstrated clinical activity in patients with RET fusion-positive NSCLC in the phase I/II ARROW study, including among treatment-naive patients. We report an updated analysis from the ARROW study. PATIENTS AND METHODS: ARROW is a multi-cohort, open-label, phase I/II study. Eligible patients were ≥18 years of age with locally advanced or metastatic solid tumours and an Eastern Cooperative Oncology Group performance status of 0-2 (later 0-1). Patients initiated pralsetinib at the recommended phase II dose of 400 mg once daily until disease progression, intolerance, consent withdrawal, or investigator's decision. The co-primary endpoints (phase II) were overall response rate (ORR) by blinded independent central review and safety. RESULTS: Between 17 March 2017 and 6 November 2020 (data cut-off), 281 patients with RET fusion-positive NSCLC were enrolled. The ORR was 72% [54/75; 95% confidence interval (CI) 60% to 82%] for treatment-naive patients and 59% (80/136; 95% CI 50% to 67%) for patients with prior platinum-based chemotherapy (enrolment cut-off for efficacy analysis: 22 May 2020); median duration of response was not reached for treatment-naive patients and 22.3 months for prior platinum-based chemotherapy patients. Tumour shrinkage was observed in all treatment-naive patients and in 97% of patients with prior platinum-based chemotherapy; median progression-free survival was 13.0 and 16.5 months, respectively. In patients with measurable intracranial metastases, the intracranial response rate was 70% (7/10; 95% CI 35% to 93%); all had received prior systemic treatment. In treatment-naive patients with RET fusion-positive NSCLC who initiated pralsetinib by the data cut-off (n = 116), the most common grade 3-4 treatment-related adverse events (TRAEs) were neutropenia (18%), hyp",pubmed_semantic_data\xml_files\NCT04222972_35973665.xml,23.642578125,PubMed
NCT04237090,34997314,A randomized double-blind feasibility study comparing cetirizine and diphenhydramine in the prevention of paclitaxel-associated infusion-related reactions: the PREMED-F1 study.,"PURPOSE: Cetirizine is a less sedative alternative to diphenhydramine for the prevention of infusion-related reactions (IRR) to paclitaxel. However, its use remains controversial. In this study, we assessed feasibility for a future definitive non-inferiority trial comparing cetirizine to diphenhydramine as premedication to prevent paclitaxel-related IRR. METHODS: This was a single-center randomized prospective feasibility study. Participants were paclitaxel-naive cancer patients scheduled to start paclitaxel chemotherapy. They were randomly assigned to receive either intravenous diphenhydramine 50 mg + oral placebo (control) or intravenous placebo + oral cetirizine 10 mg (intervention) for their first two paclitaxel treatments. The percentage of eligible patients completing a first paclitaxel treatment and the recruitment rate were assessed (feasibility outcomes). Drowsiness was measured at baseline and at selected time points using the Stanford Sleepiness Scale (SSS) (safety outcome). IRR events were also documented (efficacy outcome). RESULTS: Among 37 eligible patients, 27 were recruited and randomized (control 13; intervention 14) and 25 completed the study. The recruitment rate was 4.8 participants/month, meeting the primary feasibility target. Drowsiness was the main adverse effect associated with the premedication. The increase in drowsiness compared to baseline (ΔSSS) was greater in the diphenhydramine group compared to the cetirizine group (median ΔSSS 2 (IQR 3.25) vs median ΔSSS 0 (IQR 1), p < 0.01) when measured one hour after the premedication administration. One participant had an IRR and no unexpected serious adverse event occurred. CONCLUSION: The trial methods were feasible in terms of recruitment, retention, and safety. Cetirizine was significantly less sedating than diphenhydramine. IRR were infrequent and a larger trial is warranted to confirm non-inferiority for IRR prevention. TRIAL REGISTRATION: ClinicalTrials.gov, NCT04237090 (22.01.2020).",pubmed_semantic_data\xml_files\NCT04237090_34997314.xml,22.3369140625,PubMed
NCT04351555,34278827,Neoadjuvant osimertinib with/without chemotherapy versus chemotherapy alone for ,"Osimertinib is a third-generation, irreversible oral EGFR-tyrosine kinase inhibitor), that potently inhibits EGFR-tyrosine kinase inhibitor-sensitizing mutations and T790M resistance mutations together with efficacy in CNS metastases in patients with non-small-cell lung cancer (NSCLC). Here we describe the rationale and design for the Phase III NeoADAURA study (NCT04351555), which will evaluate neoadjuvant osimertinib with or without chemotherapy versus chemotherapy alone prior to surgery, in patients with resectable stage II-IIIB N2  Lay abstract A plain language version of this article is available and is published alongside the paper online: www.futuremedicine.com/doi/suppl/10.2217/fon-2021-0549.",pubmed_semantic_data\xml_files\NCT04351555_34278827.xml,29.3046875,PubMed
NCT04379635,39581197,Perioperative tislelizumab plus neoadjuvant chemotherapy for patients with resectable non-small-cell lung cancer (RATIONALE-315): an interim analysis of a randomised clinical trial.,"BACKGROUND: Treatment guidelines recommend neoadjuvant or adjuvant chemotherapy, with or without immune checkpoint inhibitors, for resectable non-small-cell lung cancer (NSCLC). We report the interim results for the phase 3 RATIONALE-315 study, which aimed to investigate perioperative tislelizumab for the treatment of resectable NSCLC. METHODS: RATIONALE-315 is a randomised, double-blind, placebo-controlled phase 3 trial conducted at 50 sites (hospitals or academic research centres) in China. Patients (aged ≥18 years) with untreated stage II-IIIA squamous or non-squamous NSCLC were randomly assigned (1:1) to neoadjuvant tislelizumab 200 mg or placebo intravenously every 3 weeks, plus platinum-based doublet chemotherapy followed by surgery and adjuvant tislelizumab 400 mg or placebo every 6 weeks. Dual primary endpoints were major pathological response rate and event-free survival, analysed by intention to treat. Safety was also assessed in all patients who received at least one dose of study treatment. RATIONALE-315 is registered with ClinicalTrials.gov, NCT04379635, and is active but not recruiting. FINDINGS: Between June 8, 2020, and Aug 31, 2022, 453 patients were assigned to tislelizumab (n=226) or placebo (n=227). The median age of patients was 62·0 years (IQR 56·0-67·0). 410 (91%) of 453 patients were male and 43 (9%) were female. As of Aug 21, 2023 (data cutoff for the interim analysis of event-free survival), median duration of follow-up was 22·0 months (IQR 15·5-28·0). Tislelizumab significantly improved event-free survival versus placebo (stratified hazard ratio 0·56 [95% CI 0·40-0·79]; one-sided p=0·0003). The major pathological response rate was significantly higher in the tislelizumab group (56% [95% CI 50-63]) than in the placebo group (15% [11-20]; difference 41% [33-49]; one-sided p<0·0001). Grade 3 or worse adverse events and serious treatment-related adverse events occurred in 163 (72%) of 226 patients and 35 (15%) of 226 patients, respectively, in",pubmed_semantic_data\xml_files\NCT04379635_39581197.xml,21.095703125,PubMed
NCT03663205,34033975,Tislelizumab Plus Chemotherapy as First-Line Treatment for Locally Advanced or Metastatic Nonsquamous NSCLC (RATIONALE 304): A Randomized Phase 3 Trial.,"INTRODUCTION: Tislelizumab, an anti-programmed cell death protein-1 antibody, was specifically engineered to minimize FcɣR macrophage binding to abrogate antibody-dependent phagocytosis. Compared with chemotherapy alone, tislelizumab plus chemotherapy may improve clinical outcomes in patients with advanced nonsquamous NSCLC (nsq-NSCLC). METHODS: In this open-label phase 3 trial (RATIONALE 304; NCT03663205), patients with histologically confirmed stage IIIB or IV nsq-NSCLC were randomized (2:1) to receive either arm A: tislelizumab plus platinum (carboplatin or cisplatin) and pemetrexed every 3 weeks (Q3Ws) or arm B: platinum and pemetrexed alone Q3W during induction treatment, followed by intravenous maintenance pemetrexed Q3W. The primary end point was progression-free survival (PFS) assessed by an independent review committee; clinical response and safety and tolerability were secondary end points. RESULTS: Overall, 332 patients (n = 222 [A]; n = 110 [B]) received treatment. With a median study follow-up of 9.8 months, PFS was significantly longer with tislelizumab plus chemotherapy compared with chemotherapy alone (median PFS: 9.7 versus 7.6 mo; hazard ratio = 0.645 [95% confidence interval: 0.462-0.902], p = 0.0044). In addition, response rates were higher and response duration was longer with combination therapy versus chemotherapy alone. Hematologic adverse events (AEs) were common in both treatment arms; the most reported AEs were grades 1 to 2 in severity. The most common grade greater than or equal to 3 AEs were associated with chemotherapy and included neutropenia (44.6% [A]; 35.5% [B]) and leukopenia (21.6% [A]; 14.5% [B]). CONCLUSIONS: Addition of tislelizumab to chemotherapy resulted in significantly prolonged PFS, higher response rates, and longer response duration compared with chemotherapy alone, identifying a new potential option for first-line treatment of advanced nsq-NSCLC irrespective of disease stage.",pubmed_semantic_data\xml_files\NCT03663205_34033975.xml,12.767578125,PubMed
NCT03976375,40473109,LEAP-008: Lenvatinib Plus Pembrolizumab for Metastatic NSCLC That Has Progressed After an Anti-Programmed Cell Death Protein 1 or Anti-Programmed Cell Death Ligand 1 Plus Platinum Chemotherapy.,"BACKGROUND: LEAP-008 (NCT03976375) was an open-label, randomized, phase 3 study of lenvatinib plus pembrolizumab versus docetaxel for metastatic NSCLC that progressed on anti‒programmed cell death protein 1 or anti‒programmed cell death ligand 1 therapy and platinum-containing chemotherapy. METHODS: Participants were randomized 4:4:1 to once-daily lenvatinib 20 mg plus pembrolizumab 200 mg every 3 weeks (maximum 35 cycles), docetaxel 75 mg/m RESULTS: Participants (N = 422) were randomized to lenvatinib plus pembrolizumab (n = 185), docetaxel (n = 189), or lenvatinib monotherapy (n = 48). The median (95% confidence interval [CI]) PFS was 5.6 (4.2‒6.5) months with lenvatinib plus pembrolizumab and 4.2 (3.2‒5.2) months with docetaxel (hazard ratio, 0.89 [95% CI: 0.70‒1.12]; p = 0.164). The median (95% CI) OS was 11.3 (9.4‒13.2) versus 12.0 (9.6‒13.7) months (hazard ratio, 0.98 [95% CI: 0.78‒1.23]; p = 0.434). Rates of treatment-related adverse events were 91.7%, 91.0%, and 89.4% with lenvatinib plus pembrolizumab, docetaxel, and lenvatinib, respectively; the rates of grade 3 to 5 treatment-related adverse events were 59.7%, 48.6%, and 57.4%. Health-related quality of life scores were similar between treatment arms. CONCLUSION: Lenvatinib plus pembrolizumab did not improve efficacy versus docetaxel in participants with stage IV NSCLC that progressed on anti‒programmed cell death protein 1 or anti-programmed cell death ligand 1 therapy and platinum-containing chemotherapy. There were no unexpected safety signals. More effective therapies are needed for this patient population.",pubmed_semantic_data\xml_files\NCT03976375_40473109.xml,23.6669921875,PubMed
NCT04005716,39738721,First-line chemotherapy with tislelizumab for patients with extensive-stage small cell lung cancer: a cost-effectiveness analysis.,"The Phase 3 RATIONALE-312 trial (NCT04005716) showed that tislelizumab plus chemotherapy led to a noteworthy enhancement resulted in a significant improvement in overall survival among patients diagnosed with extensive-stage small-cell lung cancer (ES-SCLC) compared to chemotherapy alone. The treatment also had an acceptable level of safety. Nevertheless, the debate over the efficacy of implementing several treatment plans in competition continues due to the significant expenses involved. Therefore, we aimed to evaluate the potential efficacy and cost of tislelizumab treatment as a first-line treatment for the ES-SCLC patient population in China. The study assessed primary health outcomes by measuring life years (LYs), quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios (ICERs). This was done using a Markov model considering three health states with a 15-year horizon. To assess its model resilience, we conducted one-way sensitivity analyses with probability. In addition, subgroup analyses of some pre-specified patients was performed. Compared to chemotherapy alone, tislelizumab plus chemotherapy resulted in an additional 0.34 ($8,028) QALYs, leading to an ICER of $23,553 per QALY for the overall patient population. The ICER was lower than the assumed willingness-to-pay threshold of $35,367 per QALY. Approximately 60% of simulations suggested that tislelizumab in combination with chemotherapy was cost-effective, while 40% suggested that chemotherapy alone was cost-effective. The subsequent sensitivity analyses revealed that the health utility value associated with the disease progression parameter had the greatest influence on ICER. Tislelizumab plus chemotherapy was a preferable treatment option for regimens for patients with ES-SCLC in China. This finding is important in guiding the Chinese healthcare system.",pubmed_semantic_data\xml_files\NCT04005716_39738721.xml,23.4833984375,PubMed
NCT04063163,36166026,Effect of First-Line Serplulimab vs Placebo Added to Chemotherapy on Survival in Patients With Extensive-Stage Small Cell Lung Cancer: The ASTRUM-005 Randomized Clinical Trial.,"IMPORTANCE: Programmed cell death ligand 1 inhibitors combined with chemotherapy has changed the approach to first-line treatment in patients with extensive-stage small cell lung cancer (SCLC). It remained unknown whether adding a programmed cell death 1 (PD-1) inhibitor to chemotherapy provided similar or better benefits in patients with extensive-stage SCLC, which would add evidence on the efficacy of checkpoint inhibitors in the treatment of extensive-stage SCLC. OBJECTIVE: To evaluate the efficacy and adverse event profile of the PD-1 inhibitor serplulimab plus chemotherapy compared with placebo plus chemotherapy as first-line treatment in patients with extensive-stage SCLC. DESIGN, SETTING, AND PARTICIPANTS: This international, double-blind, phase 3 randomized clinical trial (ASTRUM-005) enrolled patients at 114 hospital sites in 6 countries between September 12, 2019, and April 27, 2021. Of 894 patients who were screened, 585 with extensive-stage SCLC who had not previously received systemic therapy were randomized. Patients were followed up through October 22, 2021. INTERVENTIONS: Patients were randomized 2:1 to receive either 4.5 mg/kg of serplulimab (n = 389) or placebo (n = 196) intravenously every 3 weeks. All patients received intravenous carboplatin and etoposide every 3 weeks for up to 12 weeks. MAIN OUTCOMES AND MEASURES: The primary outcome was overall survival (prespecified significance threshold at the interim analysis, 2-sided P < .012). There were 13 secondary outcomes, including progression-free survival and adverse events. RESULTS: Among the 585 patients who were randomized (mean age, 61.1 [SD, 8.67] years; 104 [17.8%] women), 246 (42.1%) completed the trial and 465 (79.5%) discontinued study treatment. All patients received study treatment and were included in the primary analyses. As of the data cutoff (October 22, 2021) for this interim analysis, the median duration of follow-up was 12.3 months (range, 0.2-24.8 months). The median overall su",pubmed_semantic_data\xml_files\NCT04063163_36166026.xml,35.6201171875,PubMed
NCT03515837,39173098,"Phase III KEYNOTE-789 Study of Pemetrexed and Platinum With or Without Pembrolizumab for Tyrosine Kinase Inhibitor‒Resistant, ","PURPOSE: Epidermal growth factor receptor ( METHODS: Adults with pathologically confirmed stage IV nonsquamous NSCLC, documented  RESULTS: Four hundred ninety-two patients were randomly assigned to pembrolizumab plus chemotherapy (n = 245) or placebo plus chemotherapy (n = 247). At IA2, the median PFS was 5.6 months for pembrolizumab plus chemotherapy versus 5.5 months for placebo plus chemotherapy (hazard ratio [HR], 0.80 [95% CI, 0.65 to 0.97];  CONCLUSION: Addition of pembrolizumab to chemotherapy in patients with TKI-resistant, ",pubmed_semantic_data\xml_files\NCT03515837_39173098.xml,28.3232421875,PubMed
NCT03829332,38159809,"Pembrolizumab With or Without Lenvatinib for First-Line Metastatic NSCLC With Programmed Cell Death-Ligand 1 Tumor Proportion Score of at least 1% (LEAP-007): A Randomized, Double-Blind, Phase 3 Trial.","INTRODUCTION: Lenvatinib plus pembrolizumab was found to have antitumor activity and acceptable safety in previously treated metastatic NSCLC. We evaluated first-line lenvatinib plus pembrolizumab versus placebo plus pembrolizumab in metastatic NSCLC in the LEAP-007 study (NCT03829332/NCT04676412). METHODS: Patients with previously untreated stage IV NSCLC with programmed cell death-ligand 1 tumor proportion score of at least 1% without targetable EGFR/ROS1/ALK aberrations were randomized 1:1 to lenvatinib 20 mg or placebo once daily; all patients received pembrolizumab 200 mg every 3 weeks for up to 35 cycles. Primary end points were progression-free survival (PFS) per Response Evaluation Criteria in Solid Tumors version 1.1 and overall survival (OS). We report results from a prespecified nonbinding futility analysis of OS performed at the fourth independent data and safety monitoring committee review (futility bound: one-sided p < 0.4960). RESULTS: A total of 623 patients were randomized. At median follow-up of 15.9 months, median (95% confidence interval [CI]) OS was 14.1 (11.4‒19.0) months in the lenvatinib plus pembrolizumab group versus 16.4 (12.6‒20.6) months in the placebo plus pembrolizumab group (hazard ratio = 1.10 [95% CI: 0.87‒1.39], p = 0.79744 [futility criterion met]). Median (95% CI) PFS was 6.6 (6.1‒8.2) months versus 4.2 (4.1‒6.2) months, respectively (hazard ratio = 0.78 [95% CI: 0.64‒0.95]). Grade 3 to 5 treatment-related adverse events occurred in 57.9% of patients (179 of 309) versus 24.4% (76 of 312). Per data and safety monitoring committee recommendation, the study was unblinded and lenvatinib and placebo were discontinued. CONCLUSIONS: Lenvatinib plus pembrolizumab did not have a favorable benefit‒risk profile versus placebo plus pembrolizumab. Pembrolizumab monotherapy remains an approved treatment option in many regions for first-line metastatic NSCLC with programmed cell death-ligand 1 tumor proportion score of at least 1% without EGFR/",pubmed_semantic_data\xml_files\NCT03829332_38159809.xml,17.91015625,PubMed
NCT04656652,39250535,"Datopotamab Deruxtecan Versus Docetaxel for Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer: The Randomized, Open-Label Phase III TROPION-Lung01 Study.","PURPOSE: The randomized, open-label, global phase III TROPION-Lung01 study compared the efficacy and safety of datopotamab deruxtecan (Dato-DXd) versus docetaxel in patients with pretreated advanced/metastatic non-small cell lung cancer (NSCLC). METHODS: Patients received Dato-DXd 6 mg/kg or docetaxel 75 mg/m RESULTS: In total, 299 and 305 patients were randomly assigned to receive Dato-DXd or docetaxel, respectively. The median PFS was 4.4 months (95% CI, 4.2 to 5.6) with Dato-DXd and 3.7 months (95% CI, 2.9 to 4.2) with docetaxel (hazard ratio [HR], 0.75 [95% CI, 0.62 to 0.91];  CONCLUSION: Dato-DXd significantly improved PFS versus docetaxel in patients with advanced/metastatic NSCLC, driven by patients with nonsquamous histology. OS showed a numerical benefit but did not reach statistical significance. No unexpected safety signals were observed.",pubmed_semantic_data\xml_files\NCT04656652_39250535.xml,41.884765625,PubMed
NCT04256421,37976444,SKYSCRAPER-02: Tiragolumab in Combination With Atezolizumab Plus Chemotherapy in Untreated Extensive-Stage Small-Cell Lung Cancer.,"PURPOSE: The phase III SKYSCRAPER-02 study determined whether the benefits of atezolizumab plus carboplatin and etoposide (CE) could be enhanced by the addition of tiragolumab in untreated extensive-stage small-cell lung cancer (ES-SCLC). We report final progression-free survival (PFS) and overall survival (OS) analyses. METHODS: Patients received tiragolumab 600 mg/placebo, plus atezolizumab 1,200 mg and CE (four cycles), then maintenance tiragolumab/placebo plus atezolizumab. Primary end points were investigator-assessed PFS and OS in patients without history/presence of brain metastases (primary analysis set [PAS]). Additional end points included PFS and OS in all patients regardless of brain metastases status (full analysis set [FAS]), response, and safety. RESULTS: Four hundred ninety patients were randomly assigned (FAS): 243 to tiragolumab arm and 247 to control arm. At the cutoff date (February 6, 2022; median duration of follow-up, 14.3 months [PAS] and 13.9 months [FAS]), final analysis of PFS in the PAS (n = 397) did not reach statistical significance (stratified hazard ratio [HR], 1.11;  CONCLUSION: Tiragolumab did not provide additional benefit over atezolizumab and CE in untreated ES-SCLC. The combination was well tolerated with no new safety signals.",pubmed_semantic_data\xml_files\NCT04256421_37976444.xml,20.205078125,PubMed
NCT05089734,38843511,"Sacituzumab Govitecan Versus Docetaxel for Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer: The Randomized, Open-Label Phase III EVOKE-01 Study.","PURPOSE: The open-label, phase III EVOKE-01 study evaluated sacituzumab govitecan (SG) versus standard-of-care docetaxel in metastatic non-small cell lung cancer (mNSCLC) with progression on/after platinum-based chemotherapy, anti-PD-(L)1, and targeted treatment for actionable genomic alterations (AGAs). Primary analysis is reported. METHODS: Patients were randomly assigned 1:1 (stratified by histology, best response to last anti-PD-(L)1-containing regimen, and AGA treatment received or not) to SG (one 10 mg/kg intravenous infusion on days 1 and 8) or docetaxel (one 75 mg/m RESULTS: In the intention-to-treat population (SG, n = 299; docetaxel, n = 304), 55.4% had one previous line of therapy. Median follow-up was 12.7 months (range, 6.0-24.0). The primary end point was not met. There was a numerical OS improvement for SG versus docetaxel (median, 11.1  CONCLUSION: Although statistical significance was not met, OS numerically improved with SG versus docetaxel, which was consistent across histologies. Clinically meaningful improvement in OS was noted in mNSCLC nonresponsive to last anti-PD-(L)1-containing regimen. SG was better tolerated than docetaxel and consistent with its known safety profile, with no new safety signals.",pubmed_semantic_data\xml_files\NCT05089734_38843511.xml,25.783203125,PubMed
